semester,gender,collegeYear,height,weight,pulse,hsGPA,collegeGPA,SATM,SATV,shoeSize,fincialAid,tvHours,states,siblings,motherAge,fatherAge,salary
6,F,1,64,148,,3.95,4,650,750,8,Y,3,8,3,49,49,
6,M,4,70,170,84,3.4,3.2,680,720,10,Y,2,6,2,47,47,28000
6,F,1,66.5,150,,3.58,3.33,670,710,10,Y,1,11,1,42,43,
6,F,4,66,,,3.65,,,,9,Y,2,25,0,51,53,37500
6,M,3,68,135,70,4,3.92,680,590,9.5,Y,3,22,4,52,50,45000
6,M,4,74,230,65,3.3,2.9,710,520,12,N,5,18,1,51,52,40000
6,F,1,68,145,,3.1,2.25,660,680,12,Y,4,6,2,50,53,48000
6,M,1,68,165,53,3.82,3.11,410,520,9,Y,12,2,5,38,41,32500
6,F,4,63,125,78,4,3.92,650,600,7.5,Y,10,15,1,48,49,1.00E+05
6,F,1,68,145,65,3.65,3.33,550,650,8.5,N,1,20,3,50,58,
6,F,1,65,125,,3.6,3.6,,,9,N,1,9,4,49,48,
6,F,1,63,115,54,4.032,3.5,520,560,7.5,Y,0,12,1,57,57,30000
6,M,2,66,135,,3.5,3.2,,,8,Y,1,,2,55,56,30000
6,F,2,61.75,130,,3.93,3.64,640,800,7.5,Y,5,3,1,52,59,
6,M,1,73,,,3.5,3.5,,,12,Y,2,5,1,50,52,
6,F,2,67,170,,,2.4,570,700,9,Y,0,,3,42,53,25000
6,F,1,69,160,,3.87,3.67,550,680,10,Y,3,9,4,43,50,60000
6,M,2,70,180,60,3.4,2.8,680,570,11.5,Y,17.5,14,3,43,45,70
6,M,1,73,170,,3.22,2.89,740,730,11,Y,1,24,3,60,60,25000
6,F,2,71,148,75,3.2,3,620,610,10,N,2,35,3,52,53,70000
6,M,2,71,180,,3.65,2.24,550,550,10.5,Y,3,32,2,58,59,40000
6,M,1,72,150,,4,,620,680,10.5,Y,7,6,1,54,60,40000
6,F,3,64,115,,3.994,3.67,,,7.5,Y,0,10,1,55,56,40000
6,F,1,65,150,67,4,3.33,600,700,8,Y,2,12,1,43,45,40000
6,M,1,70,160,,3.95,3.84,740,600,11,Y,3,15,3,53,53,40000
6,F,1,66,128,,3.8,3.23,580,620,8,Y,1,7,0,46,50,50000
6,F,1,67,160,70,3.8,2.5,640,600,8.5,N,2,10,5,,52,
6,M,4,76,225,74,3.73,2.5,600,650,13,Y,4,13,7,,58,144000
6,M,1,69,180,,3.1,2.4,620,550,10.5,Y,1,6,1,47,48,20000
6,M,4,70,175,,3.75,2,,,12,Y,10,10,3,44,46,80000
6,F,1,66,160,,3.3,3.75,,,9,N,0,30,3,51,50,
6,M,3,71,215,70,3.4,,480,420,11,N,10,20,0,57,59,50000
6,F,1,65.5,125,62.5,3.89,3.5,680,630,6.5,Y,1,12,2,52,52,
6,F,1,62,135,,3.83,3.75,,,7.5,Y,3,11,1,50,57,
6,M,2,69,195,,3.7,,,,13,Y,10,7,0,49,50,50000
6,F,1,64,115,52,3.8,3.2,,,7.5,Y,2,10,0,60,50,
6,F,1,64,135,115,3.4,3,550,580,6,N,2,30,1,49,49,
6,F,1,69,145,52,3.5,,630,640,8,Y,0.5,10,2,50,53,65000
6,F,2,63,130,,3.7,2.9,700,600,8,Y,7,6,0,51,50,
6,F,4,65,125,70,3.89,3.78,590,550,8,Y,3,26,2,53,56,80000
6,M,4,72,250,62,3.3,2.7,680,620,13,Y,3,35,2,48,49,80000
6,M,1,70,174,70,3.97,3.1,640,610,11,Y,3,11,2,50,56,30000
6,M,1,66,181,70,3.87,3.89,650,670,11.5,Y,0,17,2,48,48,15000
6,F,1,63,123,,3.75,3.49,650,600,8,Y,1,3,2,47,48,30000
6,F,1,67,130,,,3.67,600,750,8,Y,2,17,1,56,61,50000
6,M,1,72,225,,3.76,,680,600,13,Y,1,23,3,52,55,50000
6,F,1,56,140,50,4.2,3.42,590,630,7.5,Y,1,15,1,45,53,60000
6,M,2,67,134,120,3.7,3,510,640,9.5,Y,3,5,2,55,51,40000
6,F,1,67,140,,3.9,3,570,690,9,Y,3,15,0,50,54,40000
6,F,1,65,175,,4,3.34,660,600,7.5,Y,2,10,0,48,50,35000
6,F,2,68,200,85,4,3.5,660,770,9.5,Y,8,12,1,53,55,30000
6,M,1,73,130,,,,,,13.5,N,0,2,2,49,53,
6,F,4,62,130,,3.9,3.2,710,650,7,Y,3,12,1,53,46,60000
6,M,1,73,175,,3.5,3.42,680,640,13,Y,3,35,1,42,53,50000
6,F,2,65,138,,3.8,3,,,8.5,Y,2,12,3,44,44,
6,F,2,73,165,,3.3,2.6,,,12,Y,4,25,1,51,51,30000
6,F,1,65,135,,3.45,3.35,620,,8,Y,0.5,12,0,58,55,
6,F,4,67,130,75,4,3.7,650,620,8,Y,2,30,1,50,49,80000
6,F,2,62,118,,3.97,3.4,730,520,6.5,Y,0,17.5,1,53,56,45000
6,F,1,72,150,70,3.5,2.75,520,600,11,Y,10,20,2,54,57,30000
6,F,1,63,113,60,3.6,2.3,490,,8.5,Y,2,7,1,54,55,
6,F,1,63,130,92,3.5,2.75,650,540,8,Y,0,8,1,38,58,
6,M,2,69,180,69,3.98,3.77,730,690,11.5,Y,1,15,5,49,49,60000
6,F,2,64.5,140,80,3.7,3,,,8.5,Y,0,16,1,47,50,
6,F,1,72,150,84,3.5,3.2,580,540,9,Y,2,13,1,47,46,20000
6,F,1,71.5,125,72,3.9,3.75,710,,8.5,Y,1,13,3,42,49,
6,F,1,66,140,68,3.6,3,520,650,8.5,N,2,20,2,53,54,50000
6,F,1,61,130,80,3.4,,,,6,N,1.5,16,1,55,60,
6,F,2,61,124,80,3.9,2.9,620,570,7,Y,20,12,2,52,54,
6,F,2,64,105,80,3.95,2.97,,,6.5,Y,5,5,2,40,46,40000
6,M,1,76,193,60,3.1,2.3,600,440,12,Y,1,,2,50,49,
6,F,1,60,110,96,3.3,2.67,660,690,6.5,Y,4,40,1,49,49,20000
6,F,1,69,,88,3.4,3.2,550,660,8.5,Y,0,,1,52,54,35000
6,M,1,71,150,60,3.3,2.78,240,270,10.5,Y,2,9,5,50,50,50000
6,F,2,69,140,80,3.43,3.29,660,640,9,N,10,20,0,57,59,35000
6,F,1,63,95,80,4,,,,6.5,Y,,22,1,,,
6,F,1,68,120,52,3.8,,650,650,8,Y,2,9,1,56,54,
6,F,1,70,150,88,3.85,3.5,,,10,Y,0,,1,,,
6,F,3,64,135,100,3.84,,690,720,9,Y,1,20,1,46,49,40000
6,F,1,61,106,88,3.9,3.6,560,720,6,Y,3,10,3,61,51,
6,F,1,64,125,60,3.78,2.16,620,630,7.5,Y,7,13,0,46,46,40000
6,F,1,65,150,76,3.6,3.25,450,650,9,N,2,10,2,50,49,
6,F,2,66,,84,3.5,,,,9,N,4.5,20,4,55,56,30000
6,M,1,69,145,88,4,3.27,670,630,10.5,Y,1,13,1,50,48,
6,F,4,69,160,72,3.5,3.3,580,580,9,Y,1,20,1,56,50,25000
6,F,2,65,140,88,3.6,3,700,600,9,Y,0,13,1,55,56,
6,M,3,67,155,80,3.87,,713,620,10,Y,0,5,3,44,44,
6,M,1,75,160,80,3.8,,660,570,10.5,Y,2,23,1,48,47,20000
6,M,3,68,150,72,3.4,3.3,700,600,10,Y,0,10,1,40,50,40000
6,F,1,,180,80,3.2,,500,700,9.5,N,5,47,2,53,54,17500
6,M,1,72,165,75,3.54,2.58,490,710,12,Y,4,20,4,41,51,50000
6,M,1,70,140,88,3.5,2.7,710,580,10,Y,8,18,1,44,41,
6,M,1,70,175,64,3.94,3.34,620,680,9,Y,3,17,1,52,57,75000
6,M,2,72,250,96,3.25,3.28,,,14,N,0,16,0,53,,80000
6,M,2,73,175,80,3,3.2,630,690,12,Y,0,20,6,47,47,30000
6,F,1,66,165,96,3.57,3.17,550,540,8.5,Y,0,5,1,40,34,47500
6,M,1,68,170,132,3.6,2.75,520,500,10.5,Y,3.5,8,2,40,56,1.00E+05
6,F,1,67,114,64,3.4,3.25,610,600,8.5,N,0,17,3,57,51,
6,F,5,63,145,73,3.7,2.6,720,560,8.5,N,10,34,3,56,56,37500
6,M,1,70,135,80,3.48,3.42,680,620,10,Y,2,15,1,55,58,20000
6,M,1,72,170,76,3.72,3.17,690,560,10,Y,4,27,0,52,55,40000
6,M,1,74,260,80,3.78,3.28,,,13,Y,0,10,3,49,52,40000
6,M,1,69,190,80,3.67,3.25,610,470,10.5,Y,10,6,2,36,38,40000
6,F,,62,145,72,3.991,3.32,730,660,10,Y,2,10,3,57,53,18000
6,M,3,75,185,64,3.2,3.8,700,790,14,Y,0,11,0,56,60,25000
6,M,1,70,180,84,3.89,3.86,510,500,11,Y,6,6,2,49,53,
6,F,1,70,135,84,4.21,3.75,700,700,9.5,Y,1,17,1,55,59,35000
6,M,1,72,295,,3.79,2.69,650,620,13,Y,0.5,22,1,49,48,23000
6,M,1,76,175,,3.8,3.42,,,12,Y,1,30,3,47,50,40000
6,M,1,74,185,80,3.3,,590,560,10.5,Y,1,7,1,55,58,36000
6,F,1,62,115,,3.45,3,590,510,7.5,Y,2,15,2,52,54,
6,M,1,72,175,58,3.8,2.84,700,560,13,Y,0,40,1,50,49,40000
6,M,1,72,150,110,4,3.4,680,540,12,Y,0,15,3,53,51,70000
6,M,1,70,179,,3.61,1.56,610,600,13,Y,4,14,1,48,48,40000
6,M,1,72,150,,3.89,3.9,740,670,11,Y,0,10,5,53,57,30000
6,F,1,66,115,,3.65,,690,640,7,Y,1,7,1,42,42,
6,F,4,69,155,55,3.65,,,,9,Y,5,20,1,50,50,40000
6,M,1,72,175,90,3.41,3.11,620,710,9.5,Y,21,12,1,49,48,
6,F,1,60,120,77,3.09,3.37,,,7,Y,6,3,4,46,45,
6,F,1,63,115,,3.3,,680,490,6,Y,0,8,2,50,,20000
6,M,1,68,145,33,3.6,3,,,9.5,Y,0,30,2,57,60,40000
6,M,1,75,200,65,3.97,,720,800,14,Y,0,20,1,48,45,50000
6,F,1,62,115,,3.56,3.25,580,680,7,Y,9,10,1,49,47,
6,F,1,63,100,,3.89,2.92,,,6,Y,5,15,3,54,,30000
6,M,1,72,150,,3,2.42,500,600,14,Y,0,40,2,42,44,
6,M,2,78,302,,3.5,2.4,660,600,14,Y,15,28,3,47,57,70000
6,F,1,65,125,,3.9,4,730,670,9,Y,7.5,9,1,42,51,40000
6,F,3,67,150,76,3.8,3,630,670,7,Y,2,30,1,49,51,40000
6,F,1,65,137,,3.56,2.78,,,9.5,Y,4,15,2,48,51,
6,M,1,68,164,84,3.86,3.67,660,590,10.5,Y,0,8,0,52,57,50000
6,M,1,60,170,,3.8,3.25,,,9.5,N,1,20,1,50,54,50000
6,M,3,70,180,90,2.7,2.6,580,490,10.5,N,3,12,1,55,55,30000
6,M,4,76,250,80,3.9,2.49,680,800,13,Y,7,21,1,49,49,30000
6,M,4,70,182,50,3.3,2.8,740,740,10.5,Y,0,18,1,56,57,40000
6,F,1,68,120,100,3.8,3.63,,,8.5,Y,0,,2,50,53,
6,M,1,63,125,90,3.75,,500,510,8,Y,5,2,3,55,58,20000
6,F,1,66,137,60,3.4,3.33,630,720,8,N,3,,1,54,51,
6,M,4,70,150,80,3.9,3.1,570,540,11,Y,0,10,3,57,60,20000
6,M,1,69,180,80,3.64,2.8,,,11,Y,2,4,1,52,53,
6,F,1,68,135,80,3.98,3.76,,,8.5,Y,0.5,22,2,,61,
6,F,1,66.5,140,100,3.5,,580,580,9.5,N,1,,2,56,51,
6,F,2,68,200,60,3.7,3.2,560,790,10,Y,7,10,4,46,47,20000
6,F,1,69.5,130,110,3.8,,550,650,8.5,Y,4,15,0,,51,
6,F,1,64,115,120,3.8,2.5,680,620,7.5,Y,0,7,1,52,52,
6,F,2,66,118,60,3.8,3.25,,,7.5,Y,3,20,1,47,47,45000
6,M,2,72,160,70,3.8,3.5,650,650,11,Y,2,8,1,49,53,30000
6,M,2,71,180,60,3.6,3.08,,,10.5,Y,6,35,1,48,47,
6,F,1,64,130,111,4,3.67,600,700,8.5,Y,0,8,1,48,47,20000
6,F,2,68,135,60,3.4,3.5,650,800,7.5,Y,5,15,2,40,40,27000
6,F,2,70,140,100,3.97,,,,9,Y,6,3,2,55,55,60000
6,M,2,73,185,100,4,3.79,,,12,Y,1,14,1,47,49,
6,F,2,66,136,90,3.94,2.94,,,8,Y,3,9,2,46,50,
6,F,1,62,115,80,3.97,3.33,550,690,6.5,Y,0,21,3,45,52,
6,F,2,75,174,90,,,,,13,Y,10,27.5,1,52,52,
6,F,1,66,146,160,4,3.96,,,9,Y,3,8,1,55,56,
6,F,1,70,190,80,4,3.35,660,580,10,Y,0,15,1,52,52,30000
6,F,1,63,115,100,3.7,,680,640,7,Y,20,20,1,50,52,40000
6,F,1,60,110,90,3.93,3,550,590,6,Y,8,12,1,55,52,30000
6,F,1,62,122,90,3.92,3.42,,,7.5,Y,1,6,1,45,48,80000
6,F,1,64,90,120,3.97,3.92,,,6.5,Y,15,10,1,45,47,
6,F,1,65,115,90,4.082,3.92,,,8.5,Y,0,20,1,51,44,30000
6,F,2,72,165,60,4,3.68,680,560,12,Y,5,12,2,51,50,40000
6,F,1,66,145,90,4,3.84,,,8,Y,2,11,1,46,48,
6,F,1,65,130,90,4,3.58,610,560,7.5,Y,3,20,5,46,61,50000
6,F,2,70,155,100,,,640,620,8.5,Y,5,11,0,56,63,42000
6,F,1,66,115,100,3.8,3.17,,,7,Y,1,5,3,41,41,
6,F,1,68,127,100,3.89,3.42,,,9,Y,2,9,0,49,52,
6,F,1,69,140,70,3.7,3.5,630,610,10,Y,2,11,0,53,51,25000
6,M,1,75,200,80,3.875,,560,580,11,Y,3,,3,57,68,55000
6,F,1,64,140,100,3.75,2.7,480,700,9.5,Y,5.5,7,2,45,46,35000
6,M,1,74,202,90,3.7,3.5,640,650,13,Y,3,17,2,48,52,60000
6,M,1,60,160,90,3.9,3.1,670,580,12,Y,1,15,1,51,54,60000
6,F,1,67,162,100,3.6,2.92,600,690,9,Y,1,15,3,50,62,60000
6,F,1,67,,100,3.8,2.84,690,540,8.5,Y,1,15,1,45,42,35000
6,F,1,62.5,120,120,3.8,,,,8.5,Y,2,10,2,41,43,60000
6,F,1,69,122,90,4,3,,,8.5,Y,1,30,1,48,50,65000
6,F,1,68,140,100,3.8,3,,,8.5,Y,2,40,1,49,50,
6,M,1,72,185,80,3.88,3.75,650,590,13,Y,2,25,4,53,57,50000
7,F,2,64,125,90,3.54,2.21,570,560,7.5,Y,2,18,1,42,44,30000
7,M,2,71,175,50,3.7,2.3,560,640,11,Y,0,10,1,42,44,30000
7,F,2,67,125,70,3.5,3.63,,,9.5,Y,1,10,2,52,52,
7,M,2,68,181,90,3.79,3.37,670,580,9.5,Y,10,8,1,43,49,40000
7,M,2,69,158,70,3.15,3.35,620,640,10,Y,2,7,2,42,46,65000
7,F,2,64,135,90,3.98,,,,8,Y,2,6,1,57,56,30000
7,F,2,71,,100,3.8,3.27,600,690,9,Y,15,18,3,55,55,
7,F,2,65,130,70,,3.67,660,640,7,Y,3,13,1,58,61,
7,F,2,66,124,80,3,3.45,700,700,8.5,N,4,40,2,52,60,
7,M,2,72.5,200,60,3.67,,680,560,13,Y,,4,1,,,47500
7,M,3,76,250,60,3.8,2.4,630,630,14,Y,0,15,3,50,52,45000
7,M,2,68,155,65,4.2,3.5,620,570,11,Y,1,25,0,53,54,50000
7,F,3,67,120,80,3.5,3.3,650,710,7.5,Y,2,20,3,52,52,50000
7,F,2,68,132,80,3.34,3.2,470,610,8,Y,3,6,1,50,50,
7,M,2,70,150,80,3.7,3.3,800,650,11,Y,6,15,1,49,45,35000
7,F,2,63,110,80,3.4,3.47,650,620,6,Y,0.5,20,3,48,51,70000
7,F,2,64,129,70,3.5,3.1,,,8,N,5,15,1,53,51,80000
7,F,3,72,150,70,3.5,3.5,,,10,N,2,40,0,51,56,38000
7,F,2,63,,120,,2.6,510,680,8,N,2,24,1,51,53,
7,M,2,67,140,80,3.4,,670,640,9.5,N,3,10,1,,,
7,F,3,71,175,100,4,3.2,,,10.5,N,0,39,2,58,57,30000
7,M,1,72,175,54,2.9,,480,400,12,Y,3,47,1,39,43,65
7,M,1,72,150,72,3.7,,620,590,11,Y,1,15,3,53,53,35000
7,M,1,73,245,72,2.8,,720,690,13,N,24,10,2,52,65,1.00E+05
7,F,1,66,142,170,3.9,,610,590,8.5,Y,5,10,3,48,49,35000
7,F,1,63,135,42,3.15,,620,540,,Y,0,13,1,46,50,35000
7,M,1,72,185,72,3.2,,,,13,Y,10,42,2,47,47,250000
7,M,1,70,197,54,3,,480,520,13,Y,4,48,1,43,42,40000
7,M,1,67,155,,4,,640,600,9.5,Y,0,8,2,49,50,150000
7,F,1,61,95,100,3.67,,520,500,5,Y,0,4,2,51,51,
7,F,1,68,115,90,3.8,,,,7,Y,1,15,1,57,58,30000
7,F,1,70,,78,3.7,,,,10,Y,2,10,2,42,42,
7,F,1,68,125,66,3.3,,560,760,9,Y,5,6,1,54,56,
7,F,1,60,100,42,3.9,,650,750,7,Y,2,20,1,45,46,
7,M,1,74,240,,3.2,,650,670,13,N,1,12,3,50,70,30000
7,F,1,63,135,72,3.9,,730,540,7,Y,2.5,10,2,47,47,
7,F,1,65,147,100,3.7,,540,600,8,Y,2,13,,46,48,
7,F,1,58.5,100,72,3.6,,650,550,8,Y,2,7,1,53,52,25000
7,M,1,68,125,90,3.2,,630,640,9.5,Y,0,15,1,49,52,25000
7,F,1,66,130,78,3.5,,690,610,9,Y,2,8,2,47,46,
7,F,1,60,110,66,3.6,,650,620,6.5,Y,,5,1,48,48,25000
7,M,1,,180,60,3.8,,640,660,14,Y,10,30,1,49,51,45000
7,F,1,64,135,84,3.3,,,,7.5,Y,1.5,32,1,53,50,
7,F,1,68,175,63,3,,,,10,N,,,1,53,57,
7,F,1,67,145,,3.6,,560,550,8.5,Y,2,15,2,47,46,
7,M,1,68,140,80,3.6,,630,600,10,Y,4,5,2,45,52,30000
7,M,1,74,170,60,3.5,,570,640,11.5,Y,3,8,1,47,64,60000
7,M,1,72,175,75,3.39,,600,500,12.5,N,4,35,2,52,49,50000
7,M,1,75,173,,3.2,,580,570,11.5,N,5,8,2,57,56,1.00E+05
7,F,1,68,140,,3.75,,510,600,9,Y,5,8,1,44,45,30000
7,F,1,66,150,,3.8,,590,660,9,Y,3,10,1,42,43,
7,M,2,70,125,,3.5,,,,10,N,15,6,1,47,50,8000
7,F,1,67,120,60,3.2,,,,7,N,8.5,15,2,45,44,30000
7,F,1,70,165,,3.9,,550,690,10.5,Y,4,4,1,43,49,
7,F,1,63,120,,3.2,,520,630,6.5,Y,0,8,1,45,54,
7,M,1,68,148,,3.4,,580,580,10.5,N,0,5,0,52,57,30000
7,F,1,64,120,110,3.8,,,,8,Y,1.5,8,2,47,47,
7,F,1,59,107,,3.7,,510,520,6.5,Y,5,4,5,51,56,
7,M,1,67,150,,3,,,,9.5,Y,2,18,0,56,60,30000
7,M,1,68,127,44,3.4,,690,600,9.5,Y,2,12,2,49,49,45000
7,M,1,72,145,60,3.7,,,,9,Y,0,6,3,49,48,50000
7,F,1,67,155,,3.6,,,,10,Y,0,8,6,56,63,
7,F,1,66,120,,3.5,,,,7.5,Y,5,6,1,57,55,
7,F,1,69,155,,3.2,,,,11,Y,4,5,6,,,8.5
7,M,1,71,145,50,2.8,,600,570,13,N,0,12,2,46,56,60000
7,F,4,65,120,,3.98,3.5,700,730,7,Y,0,7,1,53,55,
7,F,1,63,133,,3.2,,420,670,7,Y,5,7,2,45,42,30000
7,M,2,72,225,,3.2,,590,710,12,N,7,10,2,50,58,50000
7,F,1,67.5,112,55,4,,660,770,10.5,Y,4,10,3,53,52,40000
7,F,1,64,150,80,3.8,,610,660,7.5,Y,2,25,0,58,55,40000
7,M,1,70,225,90,3.885,,640,750,10.5,Y,,,1,46,46,30000
7,F,1,64,130,50,3.93,,560,620,7.5,Y,5,39,1,52,63,90000
7,M,1,69,185,,2.84,,660,720,10,Y,2,8,1,,,60000
7,F,1,66,145,85,3.8,,,,8.5,Y,1,40,4,56,54,
7,M,1,71,170,68,3,,,,10.5,Y,0,10,1,49,55,65000
7,F,1,68,150,62,4,,630,690,9,Y,,9,1,49,49,
7,M,1,72,140,56,3.2,,670,690,11.5,Y,0,10,3,53,54,65000
7,M,1,71,170,,3.86,,640,700,11.5,Y,5,25,1,45,53,25000
7,M,1,74,195,70,3.3,,630,610,13,Y,3,7,1,54,55,30000
7,M,1,72,160,,3.5,,600,740,11,Y,7,9,1,48,54,
7,M,1,71,165,67,3.5,,660,630,11,Y,9,14,1,51,54,50000
7,M,4,69,170,,,3.85,,,11,Y,5,9,1,52,55,20000
7,F,3,68,145,,3.61,,550,580,11,Y,5,16,2,44,45,30000
7,M,1,69,165,,2.8,,,,11,Y,,6,1,42,42,
7,F,1,65,120,,3.85,,,,6,Y,2,8,1,45,45,
7,F,1,62,130,,3.7,,,,10,N,3,20,1,49,55,30000
7,F,2,66,140,,4,,,,9,Y,2,20,2,54,53,50000
7,M,1,72.5,200,,4.03,,680,620,12,Y,1,10,4,50,56,
7,M,1,72,215,,3.25,,490,501,12,Y,20,10,1,42,45,1.00E+05
7,F,1,67,123,,3.72,,490,560,9,Y,1,10,3,52,56,60000
7,F,2,62,115,,3.86,3.04,,,5,N,3,7,3,53,54,
7,M,3,72,195,,,2.7,,,10.5,Y,1,15,2,51,51,40000
7,M,1,74,155,59,3.8,,690,790,10.5,Y,0,30,0,51,54,1.00E+05
7,F,1,57,135,,3.9,,,,8,Y,0,7,2,56,58,
7,F,1,65,125,55,3.7,,600,620,8,Y,4,18,3,45,53,
7,M,1,72,168,80,2.8,,680,700,11.5,Y,2,13,1,49,48,40000
7,F,1,58.5,200,,3.71,,630,710,10,Y,2,14,1,46,47,
7,F,1,62,105,,3.85,,680,690,6.5,Y,0,3,2,46,49,30000
7,M,1,72,145,62,3.3,,690,760,10,Y,6,14,6,51,54,32000
7,F,1,68,135,,3.86,,560,630,10,Y,4,7,3,45,45,
7,F,1,63,130,60,3.942,,580,530,7,Y,1,5,1,43,43,30000
7,F,1,61,120,,3.3,,520,580,8.5,Y,4,11,4,51,49,20000
7,F,1,60.5,105,,3.65,,,,5,Y,3,8,1,48,46,40000
7,F,1,66,150,,3.69,,580,620,6.5,Y,5.5,31,3,58,63,50000
7,M,3,68,180,,3,,,,12,Y,24,5,0,40,42,55000
7,M,1,70,189,,3.62,,540,460,8.5,Y,0,20,4,50,49,30000
7,M,1,71,188,,3.4,,600,500,12,Y,2,4,1,53,63,30000
7,F,1,61,100,,3.8,,580,640,7,Y,3,14,0,49,50,25000
7,F,1,66,115,,3.5,,530,590,6,Y,2,4,1,50,54,
7,F,1,68,145,,3.49,,,,8.5,Y,1,10,3,48,50,35000
7,F,1,67,140,58,3.9,,570,630,10,Y,8,14,1,54,52,25000
7,F,1,68,120,,3.89,,,,9.5,Y,3,10,2,50,50,20000
7,F,4,63,105,,3.78,,690,640,6.5,Y,10,12,1,53,57,50000
7,F,1,63,137,,3.8,,620,740,6.5,Y,1,12,4,52,49,30000
7,F,1,70,130,,3.89,,660,700,9,Y,5,10,0,51,52,
7,F,3,61,124,,,,,,7.5,Y,1.5,6,6,65,70,150000
7,F,1,67,140,,3.2,,550,550,9,Y,1,40,1,52,55,30000
7,M,4,70,160,,3.2,3.2,600,780,9.5,N,20,25,1,50,50,18000
7,M,3,73,195,,3.93,2.8,580,560,11,Y,8,8,3,54,,30000
7,F,1,61,112.5,,3.86,,610,710,5.5,Y,0,10,2,51,50,
7,M,1,68,165,160,3.25,,750,740,9.5,Y,0,25,1,52,49,25000
7,M,1,70,155,80,3.5,,,,10.5,Y,7,20,2,43,47,30000
7,M,3,68,171,64,3.4,,500,500,11,Y,0,7,3,42,41,1.00E+05
7,F,1,64.5,,,3.74,,500,560,7.5,Y,1.5,15,2,43,52,51000
7,F,1,67,125,57,4,,710,720,7,Y,0,15,1,50,51,
7,F,1,63,120,,3.98,,580,520,8,Y,0,5,2,47,47,
7,F,1,66,170,,3.864,,480,540,8,Y,2.5,10,0,39,,
7,F,2,66,135,0,4,3.67,,,9,Y,3,15,1,50,51,40000
7,M,1,71,150,,3.33,,580,630,10.5,Y,,12,0,43,44,60000
7,M,2,70,161,120,3.8,3.1,600,620,10.5,Y,7,5,0,,,40000
7,M,1,67,148,80,3.725,,,,9.5,Y,2,12,1,49,48,15
7,F,1,64,,,3.43,,,,7.5,Y,4,6,2,51,51,
7,F,1,61,96,,4,,,,6,Y,0,5,1,,,
7,F,1,71,150,,4,,540,560,10,Y,,,1,57,59,
7,M,1,73,180,55,3.9,,690,680,11,Y,1,5,2,53,54,40000
7,F,1,64,105,,3.4,,,,7.5,N,1.5,14,1,58,65,
7,M,2,74,190,,3,3,,,12,Y,0,30,1,50,50,60000
7,F,1,64,113,,4,,,,8,Y,0,11,1,51,51,
7,F,1,67,125,0,3.7,,760,660,7,Y,5,9,1,50,50,
7,F,1,61,115,,3.3,,690,680,6.5,Y,1,7,1,53,53,5500
7,F,1,69,135,,3.87,,,,10,Y,,5,1,45,46,
7,F,1,64,145,,3.89,,550,560,7.5,Y,0,10,0,41,56,40000
7,M,1,70,120,,3.1,,540,660,10.5,N,3,30,1,46,46,80000
7,M,1,68,133,,3.1,,640,600,9,N,1,20,1,51,52,80000
7,M,2,71,175,,3.9,3.6,,,10,Y,2,21,1,50,50,25000
7,M,1,70,185,80,3.98,,,,11,Y,10,20,3,52,51,50000
7,F,2,65,130,,3.8,3,550,510,9,Y,2,13,1,53,56,
7,M,1,69,165,79,3.75,,,,11,Y,0,27,1,55,60,12000
7,F,2,67,140,,3.8,3.73,610,590,9,Y,1,35,4,50,59,50000
7,M,1,71,145,80,3.25,,540,630,9,Y,5,20,1,48,49,25000
7,F,1,71,,,3,,600,610,13,Y,4,4,6,,,
7,M,1,69,150,,4,,560,680,9.5,Y,3,8,2,44,55,30000
7,M,1,72,162,,3.3,,590,620,11,N,5,15,1,40,46,
7,F,1,65,120,,3.7,,510,620,8,Y,0,11,2,43,44,
7,M,3,70,190,90,3.5,2.9,640,700,11,Y,1,15,4,40,41,30000
7,M,1,70,200,68,3.8,,630,670,11.5,Y,7,13,2,40,43,25000
7,F,1,67,130,,3.4,,620,690,8,Y,2,15,1,52,52,
7,M,2,66,150,65,3.98,2.96,620,560,9,Y,4,20,4,48,58,50000
7,F,1,67,120,,3.5,,,,6.5,N,4,5,2,52,53,25000
7,M,1,71,200,,3,,620,620,12,Y,2,11,3,50,63,35000
7,M,3,62,140,54,3.6,1.96,620,660,7.5,Y,1,5,1,45,47,40000
7,M,1,70,185,110,3.6,,640,640,11,Y,5,7,3,50,53,50000
7,F,1,62,118,,3.4,,,,8,N,,15,1,52,58,
7,M,1,70,155,,3.75,,600,600,9.5,Y,0,8,2,48,58,
7,M,1,68,230,,3.1,,520,490,10.5,N,6,18,1,47,50,35000
7,M,2,70,165,,3.1,3.71,780,700,11.5,Y,1,12,1,48,55,80000
7,M,1,70,165,,2.6,,780,800,10,Y,0,15,2,53,53,10000
7,F,2,65,114,,3.8,2.9,,,8,Y,0,4,3,45,49,
7,F,1,64,110,,3,,600,600,8,Y,2.5,10,1,48,54,25000
7,F,2,67,140,55,3.98,,700,730,9,Y,0,16,1,47,47,30000
7,F,1,69,145,,3.4,,550,620,9,Y,0,10,3,56,55,60000
7,F,1,67,150,,3.9,,550,650,8,Y,3,12,2,50,49,
7,F,3,68,125,,3,,,,9,,10,15,0,50,57,45000
7,F,2,61,135,68,3.65,,,,5.5,N,7,4,0,47,47,20000
7,F,1,68,150,60,3.96,,740,680,10,Y,4,30,5,55,61,35000
7,M,1,75,180,50,3.4,,520,520,11.5,N,4,10,3,45,56,
